geoid,county,state,betweenScore
28133,Sunflower,Mississippi,1171.190921067395
31087,Hitchcock,Nebraska,1171.1605870142587
01091,Marengo,Alabama,1170.4938141347009
47081,Hickman,Tennessee,1170.4750824289595
72111,Penas Municipio,Puerto Rico,1170.0558198122337
18029,Dearborn,Indiana,1169.21167992534
45037,Edgefield,South Carolina,1169.0045658478136
06055,Napa,California,1167.897978467639
17165,Saline,Illinois,1166.4012174905697
29217,Vernon,Missouri,1165.6862128532723
41003,Benton,Oregon,1165.504356136076
40007,Beaver,Oklahoma,1163.0455276058224
01127,Walker,Alabama,1159.9916654358528
27143,Sibley,Minnesota,1158.460593934679
38097,Traill,North Dakota,1156.484827423012
46037,Day,South Dakota,1155.448941198452
51071,Giles,Virginia,1151.664886313416
39121,Noble,Ohio,1150.6223347094979
36021,Columbia,New York,1149.8658126799003
05053,Grant,Arkansas,1149.8145067572511
36113,Warren,New York,1149.450118023742
27095,Mille Lacs,Minnesota,1149.0119090877556
47063,Hamblen,Tennessee,1147.4183744963384
35007,Colfax,New Mexico,1143.112504872192
47013,Campbell,Tennessee,1141.928943153095
40133,Seminole,Oklahoma,1141.3575381092774
26029,Charlevoix,Michigan,1139.9186550055463
39147,Seneca,Ohio,1137.6069907606632
51037,Charlotte,Virginia,1137.3944333022876
49045,Tooele,Utah,1136.6429387404119
17075,Iroquois,Illinois,1133.094161396198
18109,Morgan,Indiana,1130.5039462731709
39077,Huron,Ohio,1125.7449647560936
08015,Chaffee,Colorado,1124.9442906442723
35005,Chaves,New Mexico,1123.9074496375595
55067,Langlade,Wisconsin,1123.8478260326497
22095,St. John the Baptist Parish,Louisiana,1123.3410062747053
27045,Fillmore,Minnesota,1122.194689960674
36037,Genesee,New York,1120.8223088289822
40021,Cherokee,Oklahoma,1120.5829234047437
39091,Logan,Ohio,1118.6713710008669
29079,Grundy,Missouri,1118.3310545831112
18017,Cass,Indiana,1116.5757829438494
45029,Colleton,South Carolina,1115.99985022243
40083,Logan,Oklahoma,1115.761666208978
38029,Emmons,North Dakota,1115.1886202541632
28023,Clarke,Mississippi,1114.44643512217
48275,Knox,Texas,1112.8024633546647
46053,Gregory,South Dakota,1110.6871035354966
16011,Bingham,Idaho,1109.4681365239092
12107,Putnam,Florida,1109.4469305401865
27157,Wabasha,Minnesota,1104.1915730029373
29083,Henry,Missouri,1103.6200724399364
18055,Greene,Indiana,1102.38872482454
28007,Attala,Mississippi,1101.9596329595838
01059,Franklin,Alabama,1101.9527521553528
09007,Middlesex,Connecticut,1101.7207436222711
38021,Dickey,North Dakota,1101.27675899999
47021,Cheatham,Tennessee,1101.141623518456
51047,Culpeper,Virginia,1100.4746099571073
55083,Oconto,Wisconsin,1099.2271943934122
29107,Lafayette,Missouri,1098.8800479577035
08107,Routt,Colorado,1094.9304415643205
47181,Wayne,Tennessee,1094.891291358775
48133,Eastland,Texas,1094.2742727380316
08097,Pitkin,Colorado,1094.2198382237077
30059,Meagher,Montana,1094.1508473701406
51009,Amherst,Virginia,1093.564838460163
01119,Sumter,Alabama,1090.7281278320609
51105,Lee,Virginia,1082.0710684993842
29225,Webster,Missouri,1081.8954740592699
51061,Fauquier,Virginia,1081.6866193932988
20039,Decatur,Kansas,1081.2520921530052
55023,Crawford,Wisconsin,1081.19787997571
28093,Marshall,Mississippi,1081.1906636622684
34019,Hunterdon,New Jersey,1080.348644610673
56011,Crook,Wyoming,1080.025274477157
05123,St. Francis,Arkansas,1079.6739986076425
27113,Pennington,Minnesota,1079.1009504269775
26087,Lapeer,Michigan,1073.9317364257754
29113,Lincoln,Missouri,1073.5489698635108
16047,Gooding,Idaho,1073.3504057318771
38013,Burke,North Dakota,1073.343805532503
13071,Colquitt,Georgia,1072.1174107125669
48123,DeWitt,Texas,1071.501636249876
47151,Scott,Tennessee,1071.3629902217858
47117,Marshall,Tennessee,1070.4625505266965
26133,Osceola,Michigan,1068.9422713446897
20153,Rawlins,Kansas,1067.507731169824
19011,Benton,Iowa,1066.5209906461416
45047,Greenwood,South Carolina,1063.6213958857722
32019,Lyon,Nevada,1061.2511878597813
48471,Walker,Texas,1061.1150526270985
29063,DeKalb,Missouri,1055.8749172386088
17085,Jo Daviess,Illinois,1055.764736744767
17017,Cass,Illinois,1055.307076541146
26105,Mason,Michigan,1054.6991929311077
26053,Gogebic,Michigan,1053.2747573270788
35041,Roosevelt,New Mexico,1052.334310597422
13091,Dodge,Georgia,1052.1384606650147
51073,Gloucester,Virginia,1051.7420222101077
13311,White,Georgia,1050.840111732902
51840,Winchester city,Virginia,1048.1013836689988
51187,Warren,Virginia,1047.7709209653635
36003,Allegany,New York,1045.492077874992
51590,Danville city,Virginia,1043.3572085566052
36069,Ontario,New York,1038.037612787927
31169,Thayer,Nebraska,1035.5161311848808
29027,Callaway,Missouri,1034.6099376622249
08089,Otero,Colorado,1034.3887447833363
53039,Klickitat,Washington,1034.0014687497887
39135,Preble,Ohio,1033.88787508103
13193,Macon,Georgia,1033.8755554902868
16049,Idaho,Idaho,1033.3384231020518
01075,Lamar,Alabama,1033.298230011075
22043,Grant Parish,Louisiana,1032.9397518839696
12039,Gadsden,Florida,1031.531732600042
28137,Tate,Mississippi,1031.0053786715262
51031,Campbell,Virginia,1029.905682301082
42123,Warren,Pennsylvania,1028.8402821174725
51173,Smyth,Virginia,1028.6654419591034
28069,Kemper,Mississippi,1028.575132936774
47005,Benton,Tennessee,1027.0885075669182
48009,Archer,Texas,1026.4660764631574
22127,Winn Parish,Louisiana,1026.3260666001672
20139,Osage,Kansas,1025.4391779064983
51109,Louisa,Virginia,1025.4318218991957
37161,Rutherford,North Carolina,1017.9707255085547
19161,Sac,Iowa,1017.6226665015338
20203,Wichita,Kansas,1016.5298319135331
12017,Citrus,Florida,1016.1898644986384
06025,Imperial,California,1011.0189547906793
53065,Stevens,Washington,1010.1208361820151
37181,Vance,North Carolina,1010.0434216516221
72141,Utuado Municipio,Puerto Rico,1010.0108855939462
54067,Nicholas,West Virginia,1009.7603978987495
30087,Rosebud,Montana,1009.3552918240456
54057,Mineral,West Virginia,1009.3168888488796
26159,Van Buren,Michigan,1006.4041340291119
29103,Knox,Missouri,1002.0676163261193
20131,Nemaha,Kansas,1001.4984503320115
37053,Currituck,North Carolina,997.8744974590049
13013,Barrow,Georgia,997.8517930504192
18069,Huntington,Indiana,997.2747603812853
48279,Lamb,Texas,995.9805000055608
51197,Wythe,Virginia,993.9767090696951
48295,Lipscomb,Texas,993.6096176850672
48449,Titus,Texas,992.6521301262076
19183,Washington,Iowa,992.5284112569085
22113,Vermilion Parish,Louisiana,992.3214610606061
34041,Warren,New Jersey,989.785279772122
26063,Huron,Michigan,988.9775092629617
19141,O'Brien,Iowa,985.3435755436888
47169,Trousdale,Tennessee,984.149795403523
21179,Nelson,Kentucky,983.6358088795737
20005,Atchison,Kansas,981.341506202781
21229,Washington,Kentucky,979.3521862388166
48001,Anderson,Texas,977.659799263078
22083,Richland Parish,Louisiana,977.3851587920726
35028,Los Alamos,New Mexico,976.5255738913949
48419,Shelby,Texas,975.7993017631985
29175,Randolph,Missouri,974.5814703650914
18027,Daviess,Indiana,973.9737066225006
28103,Noxubee,Mississippi,973.9039722890593
39055,Geauga,Ohio,973.0692485690429
45075,Orangeburg,South Carolina,971.3798272003036
31037,Colfax,Nebraska,971.3483336856199
21239,Woodford,Kentucky,971.003711796467
39123,Ottawa,Ohio,969.461134208906
06093,Siskiyou,California,966.3875695599243
26165,Wexford,Michigan,965.7606779835396
42037,Columbia,Pennsylvania,965.6132941070159
48273,Kleberg,Texas,965.4963923702599
31171,Thomas,Nebraska,964.4874516691931
05023,Cleburne,Arkansas,964.2715469890923
55119,Taylor,Wisconsin,962.4736986556571
19197,Wright,Iowa,962.2754227208464
55093,Pierce,Wisconsin,962.1332546913559
47077,Henderson,Tennessee,960.7589269412704
29149,Oregon,Missouri,960.0373004081378
51033,Caroline,Virginia,960.0224601633378
50025,Windham,Vermont,959.2291265697031
48239,Jackson,Texas,955.7313451465724
24023,Garrett,Maryland,955.6993655341386
17093,Kendall,Illinois,953.5953225492162
55069,Lincoln,Wisconsin,952.4042385903762
56015,Goshen,Wyoming,950.3935236464233
40145,Wagoner,Oklahoma,949.7918803076067
50001,Addison,Vermont,949.7853764409109
26033,Chippewa,Michigan,949.5331749339921
31163,Sherman,Nebraska,946.1584161438705
47003,Bedford,Tennessee,944.1723566447389
51145,Powhatan,Virginia,944.1488852369525
31135,Perkins,Nebraska,943.2630566216694
54103,Wetzel,West Virginia,941.5803503431171
46085,Lyman,South Dakota,940.3546152015011
32005,Douglas,Nevada,939.8358438223546
40117,Pawnee,Oklahoma,937.7327152337231
28079,Leake,Mississippi,937.3982259879458
41061,Union,Oregon,937.0645032939082
01021,Chilton,Alabama,936.2144646901671
29155,Pemiscot,Missouri,936.1678000167183
16079,Shoshone,Idaho,936.1489007518255
18151,Steuben,Indiana,935.1250168937756
27073,Lac qui Parle,Minnesota,934.9225647649065
05141,Van Buren,Arkansas,934.0051021614288
51775,Salem city,Virginia,932.3651975490733
18073,Jasper,Indiana,932.3016277043318
51730,Petersburg city,Virginia,931.6904002482511
45059,Laurens,South Carolina,930.8544381849907
48371,Pecos,Texas,929.2158005023795
47047,Fayette,Tennessee,928.3599101911531
16069,Nez Perce,Idaho,926.4650264312146
37023,Burke,North Carolina,925.6250501320438
21183,Ohio,Kentucky,925.5100444909201
48221,Hood,Texas,925.268919408932
20047,Edwards,Kansas,920.498267751174
32013,Humboldt,Nevada,920.4670108511121
48463,Uvalde,Texas,919.2175772672954
46049,Faulk,South Dakota,918.7708000413843
48285,Lavaca,Texas,917.8421145691699
31093,Howard,Nebraska,916.6394338781222
17025,Clay,Illinois,915.3458192012663
26129,Ogemaw,Michigan,913.2883144947058
26023,Branch,Michigan,912.6864929190205
48025,Bee,Texas,910.814358041254
17007,Boone,Illinois,910.2359715107233
20145,Pawnee,Kansas,909.3854291198417
37141,Pender,North Carolina,908.6371718130041
28101,Newton,Mississippi,904.9298665553199
39039,Defiance,Ohio,902.6432479394063
19047,Crawford,Iowa,902.0185123611166
31065,Furnas,Nebraska,901.9369545709029
38001,Adams,North Dakota,899.9301162646606
37107,Lenoir,North Carolina,897.7878436853069
27091,Martin,Minnesota,896.1734312902091
48125,Dickens,Texas,894.9011791380581
13257,Stephens,Georgia,893.7522487857116
19177,Van Buren,Iowa,892.2492881640019
21119,Knott,Kentucky,891.0915532489424
51075,Goochland,Virginia,889.7462208979223
48503,Young,Texas,889.6938457103435
38099,Walsh,North Dakota,889.639990992804
25011,Franklin,Massachusetts,888.0381774262868
31057,Dundy,Nebraska,887.2155786491105
19077,Guthrie,Iowa,885.6063833677889
20191,Sumner,Kansas,885.581314740314
48071,Chambers,Texas,884.8077627767159
47159,Smith,Tennessee,884.5079872883072
05065,Izard,Arkansas,884.1242249743102
13305,Wayne,Georgia,882.8568166417649
18077,Jefferson,Indiana,882.3381708636009
72149,Villalba Municipio,Puerto Rico,882.2575470993343
17045,Edgar,Illinois,879.9465111767421
21167,Mercer,Kentucky,877.6369011449406
54085,Ritchie,West Virginia,874.8045216090585
18181,White,Indiana,872.9190026359828
47041,DeKalb,Tennessee,871.3803064069195
37091,Hertford,North Carolina,871.1712897347827
36115,Washington,New York,870.8096452197851
48083,Coleman,Texas,870.0934478672993
24015,Cecil,Maryland,868.0508144439045
42121,Venango,Pennsylvania,866.560842816832
48291,Liberty,Texas,865.8801570038833
20097,Kiowa,Kansas,865.6567054786659
01047,Dallas,Alabama,864.4235133737849
29157,Perry,Missouri,863.2899629069872
23029,Washington,Maine,863.1937179749222
01053,Escambia,Alabama,862.1979167204041
49017,Garfield,Utah,861.9653096752896
18153,Sullivan,Indiana,860.8550312134682
41019,Douglas,Oregon,859.9555963230639
29117,Livingston,Missouri,859.8728771484549
20007,Barber,Kansas,859.5544723009826
26117,Montcalm,Michigan,859.0885460688276
22003,Allen Parish,Louisiana,859.0695156312655
48007,Aransas,Texas,857.1477133837407
48401,Rusk,Texas,856.525179559503
51163,Rockbridge,Virginia,855.7315433343348
13163,Jefferson,Georgia,855.6285889213407
13019,Berrien,Georgia,854.3209374584956
21169,Metcalfe,Kentucky,853.0546250754567
48149,Fayette,Texas,852.997271469775
21095,Harlan,Kentucky,852.9762155536113
26007,Alpena,Michigan,852.4311500805525
39129,Pickaway,Ohio,852.1586761146406
55001,Adams,Wisconsin,848.3854060406094
36017,Chenango,New York,847.3355911125855
28129,Smith,Mississippi,847.1953904936767
39043,Erie,Ohio,846.099094798226
33005,Cheshire,New Hampshire,846.0691889074807
05103,Ouachita,Arkansas,845.7222994432788
39171,Williams,Ohio,844.7823134363797
19107,Keokuk,Iowa,844.3615401984442
08115,Sedgwick,Colorado,843.7168004941989
31173,Thurston,Nebraska,843.4342258782352
29131,Miller,Missouri,842.1219885148026
12119,Sumter,Florida,841.97728526852
05107,Phillips,Arkansas,838.5344826010893
37065,Edgecombe,North Carolina,837.4631391409616
29221,Washington,Missouri,837.0906347189141
72125,San Germ?Municipio,Puerto Rico,833.5773941532652
27065,Kanabec,Minnesota,832.10756972654
29219,Warren,Missouri,831.4904707471943
17193,White,Illinois,831.4803477271884
13273,Terrell,Georgia,830.4205559396693
42035,Clinton,Pennsylvania,828.9907544239727
51683,Manassas city,Virginia,827.8345810512333
19093,Ida,Iowa,827.7311571368906
55045,Green,Wisconsin,826.4495489776477
18135,Randolph,Indiana,826.1969906371427
41027,Hood River,Oregon,825.3745347888853
51167,Russell,Virginia,825.3279362454346
20043,Doniphan,Kansas,825.2787246256561
29195,Saline,Missouri,824.4083373590878
39131,Pike,Ohio,824.2513188714319
13187,Lumpkin,Georgia,821.3387371305763
01049,DeKalb,Alabama,820.8042468817317
21069,Fleming,Kentucky,820.574088183024
27129,Renville,Minnesota,820.1541026825342
37027,Caldwell,North Carolina,819.8845392833051
29105,Laclede,Missouri,819.7577634885369
21141,Logan,Kentucky,817.670516035438
40023,Choctaw,Oklahoma,817.6552283743605
39015,Brown,Ohio,817.195888751029
51001,Accomack,Virginia,817.1447050257311
48499,Wood,Texas,817.1106342500583
39001,Adams,Ohio,815.9381247671769
24045,Wicomico,Maryland,815.7012994956391
40015,Caddo,Oklahoma,814.0842432850628
20187,Stanton,Kansas,812.9162255255723
51027,Buchanan,Virginia,808.9022280617788
20133,Neosho,Kansas,807.178533604096
20023,Cheyenne,Kansas,807.0093762971806
24037,St. Mary's,Maryland,806.1998205417098
16015,Boise,Idaho,804.210558046143
54005,Boone,West Virginia,803.9662623545136
19051,Davis,Iowa,803.6755217788342
48383,Reagan,Texas,803.5045371813503
44009,Washington,Rhode Island,802.3606611487518
26143,Roscommon,Michigan,802.2131435241427
55123,Vernon,Wisconsin,802.0921511169711
20199,Wallace,Kansas,801.712540495433
36011,Cayuga,New York,799.2877152131987
39101,Marion,Ohio,798.6281710352121
13237,Putnam,Georgia,798.2388433073372
51580,Covington city,Virginia,796.0983981288908
17107,Logan,Illinois,795.932459993325
17135,Montgomery,Illinois,795.6288576894625
18175,Washington,Indiana,794.5727579867282
21013,Bell,Kentucky,794.4370156526558
54059,Mingo,West Virginia,791.66763313631
31113,Logan,Nebraska,791.3381754457179
20143,Ottawa,Kansas,790.0469540363606
01129,Washington,Alabama,789.1697690262409
20077,Harper,Kansas,786.7615916962508
17059,Gallatin,Illinois,786.1963114326157
39079,Jackson,Ohio,784.8357345451568
39053,Gallia,Ohio,784.7994744391954
47097,Lauderdale,Tennessee,784.3291825183165
50015,Lamoille,Vermont,782.6192135622159
29093,Iron,Missouri,781.2728814329785
16061,Lewis,Idaho,778.8773103187245
48321,Matagorda,Texas,778.7236285156049
31051,Dixon,Nebraska,777.9851004109088
46017,Buffalo,South Dakota,776.8431285504806
20065,Graham,Kansas,776.7227887845388
05081,Little River,Arkansas,776.458053361612
38067,Pembina,North Dakota,776.2285710103293
21085,Grayson,Kentucky,776.1270901033379
37187,Washington,North Carolina,774.6611241649096
12079,Madison,Florida,774.5303238448008
31127,Nemaha,Nebraska,773.9507081641823
48425,Somervell,Texas,771.6265914050991
17181,Union,Illinois,771.470578284526
16031,Cassia,Idaho,771.3329242904593
48199,Hardin,Texas,771.3201439252988
20089,Jewell,Kansas,770.48843121176
26101,Manistee,Michigan,769.1807741419873
21051,Clay,Kentucky,768.4487184274727
56045,Weston,Wyoming,768.1437924577929
18123,Perry,Indiana,766.6325420382714
01115,St. Clair,Alabama,766.603361080836
46087,McCook,South Dakota,765.9798052861175
37037,Chatham,North Carolina,765.2109264797414
20109,Logan,Kansas,764.2875569926712
54023,Grant,West Virginia,763.46767151131
28153,Wayne,Mississippi,763.4249449319915
29053,Cooper,Missouri,763.1149703388402
48161,Freestone,Texas,760.316986894826
12053,Hernando,Florida,758.1267910988167
30065,Musselshell,Montana,755.2551376412107
23015,Lincoln,Maine,754.3277703392599
12123,Taylor,Florida,754.051797140365
42089,Monroe,Pennsylvania,751.7682559475152
21221,Trigg,Kentucky,748.5650430464553
47161,Stewart,Tennessee,747.9336527130203
48015,Austin,Texas,747.8398207562111
36019,Clinton,New York,746.9092666417795
35053,Socorro,New Mexico,745.5489455818537
26069,Iosco,Michigan,745.372742422264
29177,Ray,Missouri,744.6585500678628
29211,Sullivan,Missouri,744.0668541398211
22047,Iberville Parish,Louisiana,743.5559320483114
31099,Kearney,Nebraska,743.2793127626906
48481,Wharton,Texas,741.9025966732546
40035,Craig,Oklahoma,741.4299418044809
17101,Lawrence,Illinois,740.5647285066298
39007,Ashtabula,Ohio,738.5308638651929
36117,Wayne,New York,738.38578931003
21121,Knox,Kentucky,738.2604529228407
30015,Chouteau,Montana,737.9988506192935
35035,Otero,New Mexico,737.9930542372133
29033,Carroll,Missouri,736.8890290560813
46045,Edmunds,South Dakota,734.9104446771875
54045,Logan,West Virginia,734.4892041838749
19133,Monona,Iowa,734.3386205465173
01001,Autauga,Alabama,734.3376924282273
19069,Franklin,Iowa,732.3178970877171
19097,Jackson,Iowa,732.2388394484212
26137,Otsego,Michigan,732.011965994834
38007,Billings,North Dakota,731.1694499073016
19001,Adair,Iowa,729.7404636185848
22001,Acadia Parish,Louisiana,729.0328467840942
48259,Kendall,Texas,728.7772079294579
41001,Baker,Oregon,728.675461477923
39051,Fulton,Ohio,727.4262844617299
05067,Jackson,Arkansas,726.8219745304681
37039,Cherokee,North Carolina,726.6982956788662
28163,Yazoo,Mississippi,725.6127409765996
46015,Brule,South Dakota,725.4259323374031
01013,Butler,Alabama,725.07316039381
05029,Conway,Arkansas,723.5923325125534
20147,Phillips,Kansas,722.6636874247682
39137,Putnam,Ohio,721.4182659202646
56035,Sublette,Wyoming,720.5882532832767
55137,Waushara,Wisconsin,719.3846945241039
13259,Stewart,Georgia,719.102223387814
31075,Grant,Nebraska,718.3411790419046
18023,Clinton,Indiana,716.4631785714147
18031,Decatur,Indiana,715.3923785489501
29075,Gentry,Missouri,713.8892700853116
17053,Ford,Illinois,713.7565483134048
13111,Fannin,Georgia,713.7398485698071
29049,Clinton,Missouri,713.3241516424091
46067,Hutchinson,South Dakota,712.9655635438338
26035,Clare,Michigan,712.5621690497936
46039,Deuel,South Dakota,712.0577112329003
45025,Chesterfield,South Carolina,710.4727346577704
55041,Forest,Wisconsin,710.4513857255432
40129,Roger Mills,Oklahoma,710.4209733575426
28065,Jefferson Davis,Mississippi,709.1343676264156
36025,Delaware,New York,708.35124982981
39031,Coshocton,Ohio,707.8596800705872
13131,Grady,Georgia,707.5587296164084
44003,Kent,Rhode Island,707.524609369051
13295,Walker,Georgia,705.6661747176728
05039,Dallas,Arkansas,705.1045729274576
21003,Allen,Kentucky,701.7761096200508
13145,Harris,Georgia,701.531686630735
51169,Scott,Virginia,700.376675022949
16039,Elmore,Idaho,700.1539713075988
17103,Lee,Illinois,695.9600850120659
37047,Columbus,North Carolina,693.8525892619261
18049,Fulton,Indiana,692.4232170734624
51183,Sussex,Virginia,692.0332004125214
48131,Duval,Texas,690.4968858453374
40011,Blaine,Oklahoma,690.3992453760764
22023,Cameron Parish,Louisiana,689.8945847769593
31023,Butler,Nebraska,689.6819808647216
51137,Orange,Virginia,689.1439649860363
72043,Coamo Municipio,Puerto Rico,688.7540279370164
13189,McDuffie,Georgia,688.2110385977564
01133,Winston,Alabama,688.1929925944864
19173,Taylor,Iowa,687.8316193595371
30085,Roosevelt,Montana,687.5728472411292
48109,Culberson,Texas,687.324526445239
19023,Butler,Iowa,687.272125305507
38031,Foster,North Dakota,686.8867324565081
12121,Suwannee,Florida,685.3479042408705
47051,Franklin,Tennessee,684.2400413826289
05109,Pike,Arkansas,684.0556048550344
37165,Scotland,North Carolina,683.5008841835819
28159,Winston,Mississippi,683.172449679337
36053,Madison,New York,682.7694126911812
17159,Richland,Illinois,682.5479704331962
35059,Union,New Mexico,681.100282467508
48395,Robertson,Texas,680.9612720136944
53037,Kittitas,Washington,680.2565883939501
40127,Pushmataha,Oklahoma,680.084864074066
19071,Fremont,Iowa,678.801765708168
51600,Fairfax city,Virginia,678.7644994502573
39011,Auglaize,Ohio,678.2536873448812
40149,Washita,Oklahoma,677.0249251411242
48185,Grimes,Texas,675.8994074623556
72117,Rinc??unicipio,Puerto Rico,674.6129269445788
22089,St. Charles Parish,Louisiana,673.6716928106986
48299,Llano,Texas,672.8556369093443
37145,Person,North Carolina,672.4187973721107
28051,Holmes,Mississippi,672.035554317037
22041,Franklin Parish,Louisiana,671.8028664666089
33007,Coos,New Hampshire,671.5440826119448
20179,Sheridan,Kansas,671.4717388983706
51750,Radford city,Virginia,671.064419030726
30001,Beaverhead,Montana,670.5444034456632
55129,Washburn,Wisconsin,669.671303544056
28139,Tippah,Mississippi,669.5912645091333
51630,Fredericksburg city,Virginia,669.2136780755426
37009,Ashe,North Carolina,668.0691634356307
19119,Lyon,Iowa,666.1657829991927
29163,Pike,Missouri,665.2926274042737
40045,Ellis,Oklahoma,664.5117125017031
55057,Juneau,Wisconsin,664.055489225842
22011,Beauregard Parish,Louisiana,662.3716754283239
05075,Lawrence,Arkansas,662.2346537337745
48059,Callahan,Texas,661.9590659636923
31095,Jefferson,Nebraska,661.4241466388129
39071,Highland,Ohio,659.9524746114772
05057,Hempstead,Arkansas,659.8063887706601
48387,Red River,Texas,659.1094797074611
27087,Mahnomen,Minnesota,658.2729858883338
31035,Clay,Nebraska,657.2764715296744
46119,Sully,South Dakota,656.884302608289
50005,Caledonia,Vermont,656.6770246561314
37111,McDowell,North Carolina,655.0458007166442
19101,Jefferson,Iowa,654.4398818264095
48457,Tyler,Texas,653.5838777621061
48421,Sherman,Texas,652.0089870107813
19005,Allamakee,Iowa,651.8471817558021
37011,Avery,North Carolina,651.7896915450502
39019,Carroll,Ohio,651.6374431729466
35039,Rio Arriba,New Mexico,650.4134207889457
05041,Desha,Arkansas,650.189172880587
28077,Lawrence,Mississippi,648.8235701905079
06045,Mendocino,California,648.425905451413
48369,Parmer,Texas,647.1215507152798
48331,Milam,Texas,645.840132022425
19131,Mitchell,Iowa,644.7130429608189
30011,Carter,Montana,644.4473166602962
31097,Johnson,Nebraska,643.2655174731537
27167,Wilkin,Minnesota,642.0344330552894
17057,Fulton,Illinois,641.6154294423612
22075,Plaquemines Parish,Louisiana,641.1244049067232
30057,Madison,Montana,641.0319325552204
31015,Boyd,Nebraska,640.499115336507
37131,Northampton,North Carolina,639.1120939775819
13321,Worth,Georgia,636.4538492594737
31083,Harlan,Nebraska,636.0049106684896
31069,Garden,Nebraska,635.1190644192715
13241,Rabun,Georgia,634.8570124517714
46057,Hamlin,South Dakota,634.7834186166098
06101,Sutter,California,634.7330914976817
24047,Worcester,Maryland,633.1775949777092
39097,Madison,Ohio,633.0563888291081
21143,Lyon,Kentucky,632.1550002688864
29143,New Madrid,Missouri,630.8651772677114
26031,Cheboygan,Michigan,630.7655437756073
37061,Duplin,North Carolina,628.9690129933679
30053,Lincoln,Montana,628.2738913136636
19031,Cedar,Iowa,628.1372164242666
05027,Columbia,Arkansas,627.9755916011154
27149,Stevens,Minnesota,627.5585531084413
29185,St. Clair,Missouri,627.5205599083139
19037,Chickasaw,Iowa,626.5338046382667
13155,Irwin,Georgia,625.7792744996138
13271,Telfair,Georgia,625.6931744704564
29123,Madison,Missouri,625.4046051273382
35055,Taos,New Mexico,625.1555293113499
47019,Carter,Tennessee,624.1560342171445
47111,Macon,Tennessee,623.3024013847527
50003,Bennington,Vermont,620.3429260920373
46043,Douglas,South Dakota,619.6667049021323
21139,Livingston,Kentucky,619.2892757163366
51570,Colonial Heights city,Virginia,619.2081744002592
54015,Clay,West Virginia,619.1992810029866
28115,Pontotoc,Mississippi,618.3826944211385
45039,Fairfield,South Carolina,618.2078477415565
46077,Kingsbury,South Dakota,617.530721806031
29005,Atchison,Missouri,617.0352265472546
51089,Henry,Virginia,616.5588136652066
13213,Murray,Georgia,616.283816602881
28061,Jasper,Mississippi,616.2197281890423
54017,Doddridge,West Virginia,615.99056491315
13137,Habersham,Georgia,613.442314989352
50017,Orange,Vermont,613.3216333380805
16053,Jerome,Idaho,612.8081604216806
26157,Tuscola,Michigan,612.6376384484009
